title,title_norm,year,rt_tomato,rt_audience,tomatometer_count,audience_count,tomatometer_status,audience_status
Bad Education,bad education,,94.0,83.0,141.0,671.0,Certified-Fresh,Upright
Bad Hurt,bad hurt,2016.0,80.0,70.0,15.0,252.0,Fresh,Upright
Bad Influence,bad influence,1990.0,67.0,51.0,18.0,4213.0,Fresh,Spilled
Bad Johnson,bad johnson,2014.0,28.0,21.0,18.0,653.0,Rotten,Spilled
Bad Kids Go to Hell,bad kids go to hell,2012.0,44.0,36.0,9.0,4682.0,Rotten,Spilled
Bad Lieutenant,bad lieutenant,1992.0,77.0,73.0,48.0,16147.0,Certified-Fresh,Upright
Bad Lieutenant: Port of Call New Orleans,bad lieutenant port of call new orleans,2009.0,85.0,57.0,150.0,53828.0,Certified-Fresh,Spilled
Bad Milo!,bad milo,2013.0,62.0,41.0,34.0,2018.0,Fresh,Spilled
Bad Moms,bad moms,2016.0,58.0,63.0,169.0,41091.0,Rotten,Upright
Bad Moon,bad moon,1996.0,33.0,45.0,9.0,5945.0,Rotten,Spilled
Bad News Bears,bad news bears,2005.0,48.0,46.0,163.0,76697.0,Rotten,Spilled
The Bad News Bears Go To Japan,the bad news bears go to japan,1978.0,6.0,29.0,16.0,6452.0,Rotten,Spilled
The Bad News Bears in Breaking Training,the bad news bears in breaking training,1977.0,50.0,41.0,10.0,890.0,Rotten,Spilled
Bad Rap,bad rap,,70.0,77.0,10.0,44.0,Fresh,Upright
Bad Reputation,bad reputation,2018.0,79.0,84.0,38.0,143.0,Fresh,Upright
Bad Samaritan,bad samaritan,2018.0,53.0,66.0,76.0,871.0,Rotten,Upright
Bad Santa,bad santa,2003.0,79.0,75.0,220.0,200885.0,Certified-Fresh,Upright
Bad Santa 2,bad santa 2,2016.0,24.0,33.0,134.0,10356.0,Rotten,Spilled
Bad Taste,bad taste,1989.0,68.0,75.0,22.0,33508.0,Fresh,Upright
Bad Teacher,bad teacher,2011.0,44.0,36.0,189.0,84915.0,Rotten,Spilled
Bad Therapy,bad therapy,,,,,,,
Bad Times at the El Royale,bad times at the el royale,2018.0,74.0,73.0,250.0,5688.0,Certified-Fresh,Upright
Bad Turn Worse,bad turn worse,2014.0,80.0,51.0,41.0,1200.0,Certified-Fresh,Spilled
Bad Words,bad words,2014.0,65.0,61.0,136.0,28408.0,Fresh,Upright
Badlands,badlands,1974.0,98.0,90.0,58.0,26362.0,Certified-Fresh,Upright
Bag It,bag it,2011.0,100.0,82.0,5.0,130.0,Fresh,Upright
Bagdad Cafe,bagdad cafe,1988.0,85.0,88.0,20.0,7383.0,Fresh,Upright
Baggage Claim,baggage claim,2013.0,15.0,48.0,84.0,18158.0,Rotten,Spilled
Baghead,baghead,2008.0,78.0,49.0,97.0,3051.0,Certified-Fresh,Spilled
"Bai ri yan huo (Black Coal, Thin Ice)",bai ri yan huo black coal thin ice,,96.0,59.0,24.0,475.0,Fresh,Spilled
Bai she chuan shuo (The Sorcerer and the White Snake),bai she chuan shuo the sorcerer and the white snake,2013.0,27.0,49.0,15.0,6312.0,Rotten,Spilled
Bait,bait,2012.0,47.0,27.0,34.0,1950.0,Rotten,Spilled
Bakery in Brooklyn (My Bakery in Brooklyn),bakery in brooklyn my bakery in brooklyn,2017.0,43.0,15.0,7.0,111.0,Rotten,Spilled
The Last Circus,the last circus,2011.0,77.0,64.0,35.0,5810.0,Fresh,Upright
Ball of Fire,ball of fire,1941.0,100.0,90.0,27.0,3333.0,Fresh,Upright
Ballad of Bering Strait,ballad of bering strait,2003.0,67.0,,12.0,,Fresh,
The Ballad of Cable Hogue,the ballad of cable hogue,1970.0,93.0,82.0,15.0,3766.0,Fresh,Upright
The Ballad of Jack and Rose,the ballad of jack and rose,2005.0,47.0,61.0,115.0,8338.0,Rotten,Upright
The Ballad of Little Jo,the ballad of little jo,1993.0,69.0,65.0,16.0,1728.0,Fresh,Upright
The Ballad of Ramblin' Jack,the ballad of ramblin jack,2000.0,94.0,77.0,18.0,389.0,Fresh,Upright
Ballet 422,ballet 422,2015.0,87.0,62.0,45.0,1079.0,Certified-Fresh,Upright
Ballistic: Ecks vs. Sever,ballistic ecks vs sever,2002.0,0.0,19.0,118.0,22990.0,Rotten,Spilled
Ballplayer: Pelotero,ballplayer pelotero,2012.0,86.0,88.0,28.0,458.0,Fresh,Upright
Balls of Fury,balls of fury,2007.0,21.0,33.0,132.0,324014.0,Rotten,Spilled
Au Hasard Balthazar,au hasard balthazar,1966.0,100.0,86.0,42.0,6976.0,Certified-Fresh,Upright
Balto,balto,1995.0,54.0,70.0,24.0,71758.0,Rotten,Upright
Balzac and the Little Chinese Seamstress,balzac and the little chinese seamstress,2005.0,77.0,83.0,62.0,4650.0,Certified-Fresh,Upright
Bambi,bambi,1942.0,90.0,73.0,51.0,599817.0,Certified-Fresh,Upright
Bambi II,bambi ii,2006.0,50.0,60.0,10.0,115827.0,Rotten,Upright
Banana Split,banana split,2020.0,89.0,60.0,53.0,172.0,Certified-Fresh,Upright
Bananas,bananas,1971.0,82.0,74.0,33.0,18424.0,Fresh,Upright
Band Aid,band aid,2017.0,87.0,73.0,71.0,3249.0,Certified-Fresh,Upright
Band of Angels,band of angels,1957.0,40.0,64.0,5.0,720.0,Rotten,Upright
Band Of Robbers,band of robbers,2016.0,78.0,61.0,27.0,1856.0,Fresh,Upright
Band of the Hand,band of the hand,1986.0,11.0,60.0,9.0,2732.0,Rotten,Upright
The Band Wagon,the band wagon,1953.0,100.0,82.0,18.0,4688.0,Fresh,Upright
B&B,b b,2018.0,90.0,36.0,10.0,69.0,Fresh,Spilled
Bandidas,bandidas,2006.0,53.0,43.0,15.0,24944.0,Rotten,Spilled
Bandits,bandits,2001.0,64.0,58.0,140.0,58833.0,Fresh,Spilled
Bandolero,bandolero,1968.0,20.0,50.0,5.0,3506.0,Rotten,Spilled
Bandslam,bandslam,2009.0,82.0,64.0,103.0,107631.0,Certified-Fresh,Upright
The Bang Bang Club,the bang bang club,2011.0,49.0,60.0,47.0,3581.0,Rotten,Upright
The Banger Sisters,the banger sisters,2002.0,48.0,42.0,143.0,44754.0,Rotten,Spilled
Bangkok Dangerous,bangkok dangerous,2008.0,8.0,26.0,96.0,132361.0,Rotten,Spilled
Bangkok Dangerous,bangkok dangerous,1999.0,51.0,61.0,37.0,3262.0,Rotten,Upright
Banksy Does New York,banksy does new york,2014.0,100.0,75.0,12.0,283.0,Fresh,Upright
B.A.P.S.,b a p s,1997.0,16.0,67.0,32.0,8686.0,Rotten,Upright
Barabbas,barabbas,1962.0,89.0,66.0,9.0,2138.0,Fresh,Upright
Baraka,baraka,1993.0,81.0,96.0,26.0,21677.0,Fresh,Upright
Baran,baran,2002.0,89.0,89.0,62.0,3697.0,Certified-Fresh,Upright
Barb Wire,barb wire,1996.0,27.0,14.0,37.0,47287.0,Rotten,Spilled
Barbara,barbara,2012.0,94.0,76.0,79.0,3908.0,Certified-Fresh,Upright
Barbara Rubin & the Exploding NY Underground,barbara rubin the exploding ny underground,2019.0,100.0,,15.0,,Fresh,
Barbarella,barbarella,1968.0,72.0,56.0,46.0,33555.0,Fresh,Spilled
The Barbarian Invasions (Les Invasions barbares),the barbarian invasions les invasions barbares,2003.0,82.0,89.0,134.0,18835.0,Certified-Fresh,Upright
Barbarosa,barbarosa,1982.0,100.0,72.0,5.0,1684.0,Fresh,Upright
Barbershop,barbershop,2002.0,83.0,62.0,126.0,55577.0,Certified-Fresh,Upright
Barbershop 2: Back in Business,barbershop 2 back in business,2004.0,68.0,48.0,126.0,73598.0,Fresh,Spilled
Barbershop: The Next Cut,barbershop the next cut,2016.0,90.0,66.0,93.0,19809.0,Certified-Fresh,Upright
Barbie in The Nutcracker,barbie in the nutcracker,2001.0,20.0,58.0,5.0,12703.0,Rotten,Spilled
Barefoot,barefoot,2014.0,17.0,45.0,23.0,3129.0,Rotten,Spilled
The Barefoot Contessa,the barefoot contessa,1954.0,100.0,72.0,10.0,4759.0,Fresh,Upright
The Barefoot Executive,the barefoot executive,1971.0,83.0,48.0,6.0,1628.0,Fresh,Spilled
Barefoot in the Park,barefoot in the park,1967.0,84.0,79.0,25.0,11453.0,Fresh,Upright
Barfi!,barfi,2012.0,86.0,86.0,14.0,4905.0,Fresh,Upright
Barfly,barfly,1987.0,77.0,82.0,22.0,7684.0,Fresh,Upright
Bark!,bark,2002.0,14.0,58.0,7.0,1143.0,Rotten,Spilled
Barking Dogs Never Bite (Flandersui gae),barking dogs never bite flandersui gae,2000.0,87.0,77.0,15.0,1324.0,Fresh,Upright
Barking Water,barking water,2009.0,60.0,65.0,5.0,58.0,Fresh,Upright
The Barkleys of Broadway,the barkleys of broadway,1949.0,55.0,71.0,11.0,2482.0,Rotten,Upright
Barney's Version,barney s version,2011.0,78.0,78.0,136.0,18449.0,Certified-Fresh,Upright
Barney's Great Adventure,barney s great adventure,1998.0,32.0,44.0,25.0,2065.0,Rotten,Spilled
Barnyard,barnyard,2006.0,21.0,52.0,98.0,120298.0,Rotten,Spilled
The Barretts of Wimpole Street,the barretts of wimpole street,1934.0,78.0,69.0,9.0,335.0,Fresh,Upright
Barry,barry,2016.0,80.0,52.0,46.0,882.0,Certified-Fresh,Spilled
Barry Lyndon,barry lyndon,1975.0,91.0,92.0,74.0,45079.0,Certified-Fresh,Upright
Barry Munday,barry munday,2010.0,47.0,36.0,15.0,2419.0,Rotten,Spilled
Barrymore,barrymore,2012.0,70.0,67.0,23.0,1371.0,Fresh,Upright
Bart Got a Room,bart got a room,2009.0,70.0,56.0,37.0,2349.0,Fresh,Spilled
Bartleby,bartleby,2002.0,35.0,68.0,55.0,1995.0,Rotten,Upright
Barton Fink,barton fink,1991.0,90.0,89.0,60.0,45363.0,Certified-Fresh,Upright
BASEketball,baseketball,1998.0,42.0,74.0,52.0,196388.0,Rotten,Upright
Basic,basic,2003.0,21.0,63.0,143.0,56764.0,Rotten,Upright
Basic Instinct,basic instinct,1992.0,53.0,63.0,64.0,132019.0,Rotten,Upright
Basic Instinct 2,basic instinct 2,2006.0,6.0,26.0,155.0,89150.0,Rotten,Spilled
Basil,basil,1997.0,0.0,47.0,5.0,1522.0,Rotten,Spilled
The Basket,the basket,1999.0,44.0,23.0,18.0,780.0,Rotten,Spilled
Basket Case,basket case,1982.0,77.0,54.0,26.0,11574.0,Fresh,Spilled
Baskin,baskin,2016.0,79.0,46.0,43.0,1882.0,Certified-Fresh,Spilled
Basmati Blues,basmati blues,2018.0,10.0,49.0,29.0,261.0,Rotten,Spilled
Basquiat,basquiat,1996.0,68.0,77.0,28.0,11677.0,Fresh,Upright
Bat 21,bat 21,1988.0,81.0,58.0,16.0,8380.0,Fresh,Spilled
The Bat Whispers,the bat whispers,1930.0,64.0,53.0,11.0,237.0,Fresh,Spilled
Bathtubs Over Broadway,bathtubs over broadway,2018.0,100.0,91.0,35.0,161.0,Fresh,Upright
Batkid Begins,batkid begins,2015.0,82.0,83.0,60.0,2624.0,Certified-Fresh,Upright
Batman and Harley Quinn,batman and harley quinn,2017.0,45.0,38.0,11.0,831.0,Rotten,Spilled
Batman & Mr. Freeze: Subzero,batman mr freeze subzero,1998.0,92.0,67.0,13.0,77061.0,Fresh,Upright
Batman: Assault on Arkham,batman assault on arkham,,75.0,85.0,8.0,3346.0,Fresh,Upright
Batman: Bad Blood,batman bad blood,,100.0,64.0,5.0,1156.0,Fresh,Upright
Batman Begins,batman begins,2005.0,84.0,94.0,286.0,1115201.0,Certified-Fresh,Upright
Batman Beyond: Return of the Joker,batman beyond return of the joker,2000.0,91.0,86.0,11.0,56656.0,Fresh,Upright
Batman Forever,batman forever,1995.0,39.0,32.0,69.0,609054.0,Rotten,Spilled
Batman: Gotham by Gaslight,batman gotham by gaslight,,73.0,66.0,11.0,559.0,Fresh,Upright
Batman Gotham Knight,batman gotham knight,2008.0,86.0,69.0,7.0,28800.0,Fresh,Upright
Batman: Hush,batman hush,,88.0,70.0,17.0,141.0,Fresh,Upright
Batman: Mask of the Phantasm,batman mask of the phantasm,1993.0,84.0,88.0,32.0,71863.0,Fresh,Upright
Batman Ninja,batman ninja,,82.0,39.0,17.0,1127.0,Fresh,Spilled
Batman: Return Of The Caped Crusaders,batman return of the caped crusaders,,94.0,67.0,18.0,482.0,Fresh,Upright
Batman Returns,batman returns,1992.0,80.0,73.0,84.0,641231.0,Certified-Fresh,Upright
The Batman Superman Movie: World's Finest,the batman superman movie world s finest,,83.0,77.0,6.0,1234.0,Fresh,Upright
"Batman: The Dark Knight Returns, Part 1",batman the dark knight returns part 1,2012.0,100.0,93.0,5.0,8549.0,Fresh,Upright
Batman: The Killing Joke,batman the killing joke,2016.0,40.0,46.0,40.0,9753.0,Rotten,Spilled
Batman: The Movie,batman the movie,1966.0,78.0,62.0,32.0,138904.0,Fresh,Upright
Batman: Under the Red Hood,batman under the red hood,,100.0,92.0,7.0,11528.0,Fresh,Upright
Batman v Superman: Dawn of Justice,batman v superman dawn of justice,2016.0,28.0,62.0,423.0,234935.0,Rotten,Upright
Batman Vs. Robin,batman vs robin,,100.0,78.0,5.0,1798.0,Fresh,Upright
Batman vs Teenage Mutant Ninja Turtles,batman vs teenage mutant ninja turtles,,100.0,85.0,13.0,241.0,Fresh,Upright
Batman vs. Two-Face,batman vs two face,,100.0,60.0,8.0,194.0,Fresh,Upright
Batman: Year One,batman year one,,88.0,79.0,8.0,4150.0,Fresh,Upright
Bats,bats,1999.0,17.0,14.0,42.0,20713.0,Rotten,Spilled
*batteries not included,batteries not included,1987.0,63.0,64.0,16.0,71147.0,Fresh,Upright
Battle: Los Angeles,battle los angeles,2011.0,36.0,48.0,209.0,93736.0,Rotten,Spilled
Battle of the Brave,battle of the brave,,17.0,35.0,6.0,197.0,Rotten,Spilled
Battle Beyond the Stars,battle beyond the stars,1980.0,45.0,42.0,11.0,2211.0,Rotten,Spilled
Battle for Brooklyn,battle for brooklyn,2011.0,79.0,74.0,19.0,301.0,Fresh,Upright
Battle for Haditha,battle for haditha,2007.0,68.0,72.0,31.0,3034.0,Fresh,Upright
Battle For Terra,battle for terra,2009.0,49.0,41.0,95.0,69094.0,Rotten,Spilled
Battle For The Planet Of The Apes,battle for the planet of the apes,1973.0,36.0,30.0,28.0,22048.0,Rotten,Spilled
Battle in Seattle,battle in seattle,2008.0,56.0,65.0,62.0,9691.0,Rotten,Upright
Battle of Britain,battle of britain,1969.0,67.0,79.0,9.0,8946.0,Fresh,Upright
The Battle of Shaker Heights,the battle of shaker heights,2003.0,39.0,48.0,59.0,6048.0,Rotten,Spilled
Battle of the Bulge,battle of the bulge,1965.0,57.0,68.0,7.0,8434.0,Rotten,Upright
Battle of the Sexes,battle of the sexes,2017.0,85.0,71.0,310.0,15804.0,Certified-Fresh,Upright
Battle of the Year,battle of the year,2013.0,6.0,49.0,54.0,17443.0,Rotten,Spilled
Battle Royale,battle royale,2000.0,88.0,89.0,48.0,86586.0,Certified-Fresh,Upright
Battle Royale II,battle royale ii,,30.0,29.0,10.0,29047.0,Rotten,Spilled
Battlefield America,battlefield america,2012.0,8.0,53.0,13.0,4309.0,Rotten,Spilled
Battlefield Earth,battlefield earth,2000.0,3.0,12.0,152.0,54014.0,Rotten,Spilled
Battleship,battleship,2012.0,34.0,54.0,223.0,456601.0,Rotten,Spilled
Battleship Potemkin,battleship potemkin,1925.0,100.0,86.0,48.0,18920.0,Certified-Fresh,Upright
Battlestar Galactica,battlestar galactica,1978.0,32.0,61.0,19.0,7933.0,Rotten,Upright
Battling Butler,battling butler,1926.0,80.0,75.0,10.0,685.0,Fresh,Upright
Bayou Maharajah,bayou maharajah,,86.0,84.0,7.0,59.0,Fresh,Upright
Baywatch,baywatch,2017.0,17.0,55.0,241.0,30585.0,Rotten,Spilled
BB King: The Life of Riley,bb king the life of riley,2014.0,86.0,85.0,7.0,383.0,Fresh,Upright
Be Afraid,be afraid,2017.0,17.0,30.0,12.0,109.0,Rotten,Spilled
Be Cool,be cool,2005.0,30.0,42.0,172.0,212599.0,Rotten,Spilled
Be Here to Love Me: A Film About Townes Van Zandt,be here to love me a film about townes van zandt,2005.0,94.0,91.0,35.0,8278.0,Fresh,Upright
Be Kind Rewind,be kind rewind,2008.0,65.0,56.0,128.0,205290.0,Fresh,Spilled
Be My Cat: A Film for Anne,be my cat a film for anne,,83.0,50.0,6.0,71.0,Fresh,Spilled
Be Natural: The Untold Story of Alice Guy-Blaché,be natural the untold story of alice guy blach,2019.0,95.0,97.0,86.0,176.0,Certified-Fresh,Upright
Be With Me,be with me,2006.0,90.0,81.0,10.0,2450.0,Fresh,Upright
The Beach,the beach,2000.0,20.0,57.0,118.0,217324.0,Rotten,Spilled
Beach Blanket Bingo,beach blanket bingo,1965.0,73.0,52.0,11.0,7287.0,Fresh,Spilled
Beach Party,beach party,1963.0,43.0,42.0,7.0,452.0,Rotten,Spilled
Beach Rats,beach rats,2017.0,86.0,57.0,104.0,2567.0,Certified-Fresh,Spilled
Beaches,beaches,1988.0,40.0,88.0,42.0,71210.0,Rotten,Upright
Bean,bean,1997.0,44.0,53.0,34.0,340424.0,Rotten,Spilled
Beanpole (Dylda),beanpole dylda,2020.0,91.0,82.0,92.0,103.0,Certified-Fresh,Upright
Bearcity,bearcity,2010.0,50.0,54.0,10.0,319.0,Rotten,Spilled
"The Beast From 20,000 Fathoms",the beast from 20 000 fathoms,1953.0,95.0,68.0,20.0,2677.0,Fresh,Upright
Beast of Burden,beast of burden,2018.0,25.0,9.0,8.0,99.0,Rotten,Spilled
Ching yan (The Beast Stalker),ching yan the beast stalker,2008.0,100.0,69.0,5.0,4776.0,Fresh,Upright
The Beast Within,the beast within,1982.0,9.0,33.0,11.0,1605.0,Rotten,Spilled
Beastly,beastly,2011.0,21.0,48.0,96.0,58097.0,Rotten,Spilled
The Beastmaster,the beastmaster,1982.0,50.0,54.0,14.0,29375.0,Rotten,Spilled
Beasts of the Southern Wild,beasts of the southern wild,2012.0,87.0,76.0,204.0,39335.0,Certified-Fresh,Upright
Beat Street,beat street,1984.0,57.0,84.0,7.0,7486.0,Rotten,Upright
De Battre mon Coeur s'est Arrêté (The Beat That My Heart Skipped),de battre mon coeur s est arr t the beat that my heart skipped,2005.0,86.0,84.0,98.0,9880.0,Certified-Fresh,Upright
A Hard Day's Night,a hard day s night,1964.0,98.0,89.0,108.0,50420.0,Certified-Fresh,Upright
Help!,help,1965.0,88.0,86.0,26.0,28098.0,Fresh,Upright
Yellow Submarine,yellow submarine,1968.0,95.0,84.0,60.0,47811.0,Certified-Fresh,Upright
Beats,beats,,90.0,57.0,10.0,112.0,Fresh,Spilled
Beats Rhymes & Life: The Travels of a Tribe Called Quest,beats rhymes life the travels of a tribe called quest,2011.0,90.0,90.0,60.0,4011.0,Certified-Fresh,Upright
Beau Geste,beau geste,1939.0,100.0,85.0,11.0,743.0,Fresh,Upright
The Beautician and the Beast,the beautician and the beast,1997.0,18.0,44.0,22.0,28773.0,Rotten,Spilled
Beautiful Darling,beautiful darling,2011.0,77.0,75.0,13.0,325.0,Fresh,Upright
Beautiful Boxer,beautiful boxer,2005.0,83.0,88.0,35.0,4337.0,Fresh,Upright
Beautiful Boy,beautiful boy,2011.0,70.0,56.0,67.0,7700.0,Fresh,Spilled
The Beautiful Country,the beautiful country,2005.0,78.0,79.0,76.0,2233.0,Certified-Fresh,Upright
Beautiful Creatures,beautiful creatures,2001.0,38.0,32.0,60.0,3186.0,Rotten,Spilled
Beautiful Creatures,beautiful creatures,2013.0,47.0,54.0,183.0,44401.0,Rotten,Spilled
Beautiful Girls,beautiful girls,1996.0,79.0,81.0,47.0,22112.0,Certified-Fresh,Upright
Beautiful Kate,beautiful kate,2009.0,84.0,64.0,31.0,12636.0,Fresh,Upright
Beautiful Losers,beautiful losers,2008.0,62.0,68.0,29.0,1220.0,Fresh,Upright
A Beautiful Mind,a beautiful mind,2001.0,74.0,93.0,213.0,490923.0,Certified-Fresh,Upright
Beautiful People,beautiful people,2000.0,80.0,86.0,25.0,806.0,Fresh,Upright
Beautiful Something,beautiful something,2016.0,57.0,48.0,7.0,81.0,Rotten,Spilled
Beautiful Thing,beautiful thing,1996.0,91.0,93.0,22.0,10393.0,Fresh,Upright
The Beautiful Truth,the beautiful truth,2008.0,47.0,75.0,15.0,1569.0,Rotten,Upright
Beautifully Broken,beautifully broken,2018.0,67.0,92.0,6.0,237.0,Fresh,Upright
Beauty and the Beast - The Enchanted Christmas,beauty and the beast the enchanted christmas,1997.0,13.0,55.0,8.0,76879.0,Rotten,Spilled
Beauty and the Beast,beauty and the beast,1991.0,94.0,92.0,117.0,760077.0,Certified-Fresh,Upright
Beauty And The Beast (La belle et la bête),beauty and the beast la belle et la b te,2016.0,41.0,53.0,27.0,3737.0,Rotten,Spilled
Beauty and the Beast,beauty and the beast,2017.0,71.0,80.0,374.0,86456.0,Fresh,Upright
Beauty Is Embarrassing,beauty is embarrassing,2012.0,91.0,89.0,32.0,792.0,Fresh,Upright
Beavis and Butt-head Do America,beavis and butt head do america,1996.0,72.0,69.0,53.0,301847.0,Fresh,Upright
Bebe's Kids,bebe s kids,1992.0,30.0,74.0,10.0,10118.0,Rotten,Upright
Because I Said So,because i said so,2007.0,4.0,65.0,158.0,507136.0,Rotten,Upright
Because of Winn-Dixie,because of winn dixie,2005.0,55.0,63.0,122.0,42157.0,Rotten,Upright
Becket,becket,1964.0,76.0,87.0,25.0,5611.0,Fresh,Upright
Becks,becks,2018.0,95.0,88.0,20.0,203.0,Fresh,Upright
Becky,becky,,71.0,57.0,115.0,372.0,Fresh,Spilled
Becoming,becoming,,93.0,58.0,73.0,258.0,Certified-Fresh,Spilled
Becoming Astrid (Unga Astrid),becoming astrid unga astrid,2018.0,96.0,82.0,28.0,201.0,Fresh,Upright
Becoming Jane,becoming jane,2007.0,58.0,74.0,139.0,135506.0,Rotten,Upright
Becoming Santa,becoming santa,2011.0,80.0,76.0,5.0,516.0,Fresh,Upright
Becoming Traviata,becoming traviata,2013.0,81.0,68.0,16.0,235.0,Fresh,Upright
Bedazzled,bedazzled,1967.0,82.0,74.0,17.0,10494.0,Fresh,Upright
The Bedford Incident,the bedford incident,1965.0,86.0,75.0,14.0,1244.0,Fresh,Upright
Bedknobs and Broomsticks,bedknobs and broomsticks,1971.0,66.0,74.0,35.0,202926.0,Fresh,Upright
Bedlam,bedlam,1946.0,89.0,52.0,18.0,1676.0,Fresh,Spilled
The Bedroom Window,the bedroom window,1987.0,72.0,49.0,18.0,1403.0,Fresh,Spilled
Bedrooms and Hallways,bedrooms and hallways,1999.0,69.0,66.0,13.0,1918.0,Fresh,Upright
Bedtime for Bonzo,bedtime for bonzo,1951.0,67.0,38.0,12.0,1392.0,Fresh,Spilled
Bedtime Stories,bedtime stories,2008.0,27.0,55.0,111.0,216519.0,Rotten,Spilled
Bee Movie,bee movie,2007.0,50.0,53.0,174.0,388469.0,Rotten,Spilled
Bee Season,bee season,2005.0,43.0,35.0,109.0,12435.0,Rotten,Spilled
Been Rich All My Life,been rich all my life,2006.0,80.0,100.0,30.0,961.0,Fresh,Upright
Been So Long,been so long,2018.0,92.0,70.0,12.0,112.0,Fresh,Upright
Beer for My Horses,beer for my horses,2008.0,0.0,62.0,8.0,5799.0,Rotten,Upright
Beer League,beer league,2006.0,27.0,58.0,15.0,23983.0,Rotten,Spilled
Beer Wars,beer wars,2009.0,67.0,70.0,6.0,1107.0,Fresh,Upright
Beerfest,beerfest,2006.0,40.0,75.0,107.0,198852.0,Rotten,Upright
Beeswax,beeswax,2009.0,74.0,43.0,47.0,1155.0,Fresh,Spilled
Beethoven's 2nd,beethoven s 2nd,1994.0,23.0,30.0,13.0,68669.0,Rotten,Spilled
Beethoven's 3rd,beethoven s 3rd,2000.0,0.0,24.0,7.0,75426.0,Rotten,Spilled
Beethoven's 4th,beethoven s 4th,2001.0,0.0,28.0,8.0,70156.0,Rotten,Spilled
Beetle Queen Conquers Tokyo,beetle queen conquers tokyo,2009.0,91.0,58.0,34.0,182.0,Fresh,Spilled
Beetlejuice,beetlejuice,1988.0,85.0,82.0,59.0,917093.0,Certified-Fresh,Upright
Before I Disappear,before i disappear,2014.0,37.0,67.0,30.0,1749.0,Rotten,Upright
Before I Fall,before i fall,2017.0,65.0,56.0,122.0,9236.0,Fresh,Spilled
Before I Go to Sleep,before i go to sleep,2014.0,37.0,40.0,119.0,13755.0,Rotten,Spilled
Before Midnight,before midnight,2013.0,98.0,82.0,203.0,37439.0,Certified-Fresh,Upright
Before Night Falls,before night falls,2001.0,73.0,84.0,98.0,22188.0,Certified-Fresh,Upright
Before Stonewall,before stonewall,2019.0,94.0,78.0,17.0,709.0,Fresh,Upright
Before Sunrise,before sunrise,1995.0,100.0,93.0,46.0,73505.0,Certified-Fresh,Upright
Before Sunset,before sunset,2004.0,95.0,91.0,176.0,71074.0,Certified-Fresh,Upright
Before the Devil Knows You're Dead,before the devil knows you re dead,2007.0,88.0,71.0,176.0,86578.0,Certified-Fresh,Upright
Before the Flood,before the flood,2016.0,75.0,77.0,32.0,4845.0,Fresh,Upright
Before We Go,before we go,2015.0,27.0,56.0,30.0,5825.0,Rotten,Spilled
Before You Know It,before you know it,2014.0,79.0,61.0,14.0,214.0,Fresh,Upright
Begin Again,begin again,2014.0,83.0,81.0,166.0,40007.0,Certified-Fresh,Upright
Beginners,beginners,2011.0,85.0,77.0,160.0,25168.0,Certified-Fresh,Upright
The Beguiled,the beguiled,1971.0,89.0,71.0,18.0,5652.0,Fresh,Upright
Behaving Badly,behaving badly,2014.0,0.0,29.0,17.0,3969.0,Rotten,Spilled
Behind Enemy Lines II: Axis of Evil,behind enemy lines ii axis of evil,2006.0,0.0,37.0,5.0,17809.0,Rotten,Spilled
Behind The Burly Q,behind the burly q,2010.0,78.0,64.0,27.0,147.0,Fresh,Upright
